TF	Target
SP3	ABCA1
GABPA	RIPK1
TFAP2A	GATAD2A
MAX	NOB1
MYC	HLA-F
GABPA	OVCA2
FOSL1	TUBB6
MYC	FASLG
EGR1	PPARD
E2F1	SNRPD3
CEBPA	HOXA-AS3
EGR1	LCOR
FOXA2	GTF3C2
PAX5	PPP1R13L
SP1	SLC31A1
TFAP2C	S100P
CEBPA	CBX4
CTCF	MIPEPP3
E2F1	RBM38
MYC	PGLS-DT
MAX	SLC29A2
ARNT	FGF11
ARNT	LZTS2
EBF1	TNFRSF18
ARNT	TIPARP-AS1
JUN	CSTF3
GABPA	BDNF-AS
TFAP2C	LENG9
AHR	NR2F2
MAX	PLEKHA4
SPI1	FILIP1L
POU2F1	CDC25B
MEF2A	FHOD1
CREB1	PTPN2
JUNB	MEF2D
TFAP2C	COL5A1
NFIC	LONP2
GABPA	ZNF263
GABPA	CARD9
GABPA	RNGTT
YY1	SYMPK
SP1	SHKBP1
MYC	MKLN1
MAX	NME2
GABPA	UBAP2L
CEBPB	CCND2
CTCF	IL16
MYC	MGME1
EBF1	LCP2
GABPA	ADAD2
E2F1	NBN
JUN	SEC62
GATA3	ATP6V1G2
EGR1	DLGAP3
TFAP2A	SENP3
SRF	PANDAR
MAX	LPIN1
CTCF	GSDMA
SPI1	ANKRD13A
MAX	HEATR1
FOXA2	LINC01344
USF1	MAPK1
FOXA2	C1orf105
CTCF	FCHO2
GABPA	TRIM44
MYC	ACTR3C
JUN	CXCL3
USF1	ZNF580
E2F1	IRF2BP2
MAX	MYO10
NFIC	TRAPPC6A
USF1	TMED10
SPI1	MSANTD2
LMO2	NRL
SP1	KCTD2
POU2F1	RUFY3
REST	MAPK11
SPI1	MAD1L1
E2F6	SAYSD1
TFAP2C	PMEL
MAX	RAB5C
GATA1	FOXP1
NFE2	HIC1
FOXA2	NCDN
MYC	RBBP8
MAX	ZNF337-AS1
GABPA	CLPTM1L
EGR1	GTF2I
NR2F2	RUSC1-AS1
GATA1	NDUFB11
EBF1	WDR73
CEBPA	LMO4
NR2F2	CACNA1G
MAX	SRRD
E2F1	TRAF2
NFKB1	BIRC5
TFAP2A	HPN
CTCF	C8G
EGR1	ARL2
GABPA	TYMP
EGR1	EGFR
EGR1	MIR3939
ATF1	MIR4733
NFIC	CEBPG
NR2F2	DNM2
SPI1	KLHDC7B
GABPA	PDE12
MAX	RNU6-2
SRF	TPM4
JUND	ATP13A4
JUN	NOP53
MAX	CCDC124
USF1	TIGD2
EP300	CAND1
CREB1	MIR939
E2F1	MBNL1
MYC	BNIP3L
GABPA	SLC45A4
TFAP2A	BHLHE40-AS1
TP53	RB1
ESR1	MIR4648
SP3	OPRM1
CTCF	SNORD1A
ARNT	MIR8072
GABPA	GEMIN7
IRF1	SFN
MYC	NEK8
CREB1	CLCF1
GABPA	PLEKHO2
TFAP2A	CXCR5
E2F1	SMARCA4
POU2F2	EBF1
CTCF	FAM66C
E2F1	TUBA1B
SPI1	TTC39C
SPI1	SMARCA2
EBF1	GIMAP8
E2F1	RTN2
YY1	SNAPC2
GABPA	ODF2
CTCF	CD7
LMO2	VPS18
MYC	TGS1
USF1	RASAL3
TFAP2A	GLUD1
TFAP2C	FOSL2
E2F1	ERF
SPI1	MIR1302-8
GATA1	HAPLN2
E2F6	DIDO1
SP1	GAS8
CREB1	ANKRD13C
MAX	PSMG4
FOS	ACP5
YY1	AAMP
TFAP2A	TADA2A
MAX	PIK3R3
LMO2	MIR3186
E2F6	GTPBP1
GABPA	VMP1
POU2F1	JAG2
CTCF	CDKN2AIPNL
MAX	PEX14
TFAP2C	MIR3190
GABPA	CCNDBP1
WT1	AMH
CTCF	TIMP2
TCF3	CFAP99
MAX	EFNA5
TFAP2A	DMGDH
TFAP2A	SEMA3F
AR	PMEPA1
GABPA	FBRS
JUN	BAIAP2
EBF1	TNFRSF14
AR	VEGFA
CEBPA	STK40
MAX	E2F3
EGR1	MIR132
MYB	SIM2
MYC	VPS9D1-AS1
MYB	DUS2
ETS1	TNNC1
RELA	CCR5
FOXA1	ZBTB25
TFAP2C	LETM2
YY1	COG4
IRF1	PANK1
MAX	TAGLN2
TFAP2C	PACS2
MAX	CCNT2-AS1
MAX	DNAJC30
AHR	FAM222B
TFAP4	PGLS
E2F1	ATP6V1E1
MYC	NOP56
CEBPA	E2F2
GABPA	ZNF396
ARNT	SEMA5B
EGR1	MCFD2
GABPA	PLD3
MAX	ZNF580
LMO2	CHD9
SPI1	MCM7
STAT1	LPP-AS2
PPARG	NFIX
FOXA2	APOL1
MAX	SRSF7
PBX1	FLAD1
MYC	MEIOB
CREB1	HIVEP2
SPI1	CCT5
TFAP4	PSMD3
TFAP2A	B4GALT5
USF1	MIR6816
ATF3	EIF5
E2F1	TMBIM1
TFAP2A	BLOC1S1
GABPA	EXOSC6
TFAP2C	MIR5684
SPI1	KCNMA1
MYC	MIR4492
CEBPA	KIRREL3-AS2
EBF1	IFNLR1
GABPA	G3BP1
FOS	SNCG
MAX	AMDHD1
TFAP2C	PRRT1
CTCF	LCN10
CREB1	MLLT10
MAX	ZHX2
TFAP2A	AURKAIP1
SP1	GRIN2D
E2F6	UBE2S
SP1	ZNF524
TFAP2A	ARHGEF40
JUND	RC3H1
E2F6	NES
MAX	GCDH
PAX5	HIVEP2
EBF1	EGR1
MAX	GNL2
NFKB1	ABCB1
TFAP2C	OGFRP1
YY1	MIR4781
EGR1	MIR6879
EGR1	ST3GAL5
TFAP2A	COX6A1
TFAP2A	LINC01220
GABPA	IMPACT
E2F1	CYC1
EBF1	DGKD
TCF3	FHOD3
CTCF	MIR4646
EGR1	SOD1
CTCF	ACADVL
HNF4A	INHA
TFAP2C	MYOF
USF1	SSH3
FOS	LIPE-AS1
FOXA2	ITGAE
MAX	SIRT1
GABPA	THAP5
MYB	MIR671
CTCF	SSRP1
E2F6	SNORA63
BACH2	SRXN1
E2F1	YEATS4
EGR1	OSBPL2
CREB1	LSM3
GABPA	RGL1
GABPA	EXOC3
HOXA10	EMX2
PPARG	EHMT2
YY1	TSPAN10
GATA1	C1orf226
CTCF	CHD9
TFAP2C	SLC25A42
SP3	CDKN2B
TFAP2C	PAGR1
CEBPA	COMMD3-BMI1
TFAP2C	PDZD7
JUN	C10orf90
YY1	SNHG20
TFAP2A	SLC16A6
MYC	SLC12A2-DT
EGR1	PTPRVP
EGR1	MIR212
YY1	YOD1
SP1	OSGIN1
SPI1	DGKA
REST	SCN2A
USF1	TMEM120A
TFAP2A	MIR4257
CEBPA	EIF4G2
GABPA	SLC25A45
TFAP4	NCOA1
MAX	DNASE1L3
CTCF	MAFB
EBF1	GPR132
USF1	VTN
YY1	GCAT
TCF3	CORO1C
ARNT	HNRNPUL1
ARNT	ALKBH5
CEBPB	ARID5B
MAX	FMR1-AS1
USF1	EGLN2
GABPA	ZNF593
SPI1	CDK3
CREB1	C11orf58
TFAP2A	CUX1
MEF2A	BHLHE40-AS1
SPI1	DAB2
TFAP2A	TBL1X
CREB1	TOMM20
CTCF	MARVELD3
GATA1	PMEL
E2F3	EHD1
E2F1	LLGL2
CTCF	TSPO2
CREB1	EXO1
MAX	SNHG10
FOS	PSCA
TFAP2C	GMDS
GABPA	DCP1B
GABPA	SLC15A4
MYC	NSMCE1
TFAP2C	LCAT
CTCF	PDLIM2
NFKB1	CCND2
SP4	ERBB2
MAX	MTM1
PAX5	ZNF574
JUNB	CLIC1
USF1	SGTA
FOXA2	SH3D19
CTCF	MLANA
GABPA	SLC39A1
MYC	EIF3J-DT
CTCF	SNORD4A
STAT1	EHBP1L1
LMO2	LRP5
CREB1	UMPS
GABPA	AXDND1
PPARG	MAP4K2
GABPA	TNFSF9
CTCF	HDDC3
EBF1	GGA1
E2F1	PRORP
JUN	CREM
NFIC	PPTC7
JUN	NEU1
CEBPA	LINC01160
SPI1	MFSD3
EGR1	PRRT2
CTCF	RAB12
AHR	CCNG2
MAX	EVPL
TFAP2A	CKS2
JUNB	CAST
EBF1	ZKSCAN8
CTCF	SDK1
TFAP2A	OPN3
EBF1	MAN1B1
GABPA	SMAD2
MAX	JUNB
SPI1	CNR2
REST	CHAT
GABPA	TRIM56
CTCF	CAPN11
SPI1	EFCAB11
GABPA	ING1
RXRA	NR2F6
E2F1	REL-DT
USF1	ZNF217
FOS	MIR7848
E2F1	RAD23A
EGR1	HOMER3
BACH2	ROCK2
ETS1	ATXN2
MAX	MRPL30
CEBPA	GNAL
PPARG	CYP19A1
SP1	ZBTB20
SPI1	CDK9
SP1	CENPM
GATA1	CLCN3
E2F1	REEP1
WT1	UBE2I
USF1	CORO7
E2F1	SMPD4
E2F1	GNAZ
CTCF	FGFRL1
GABPA	FUT4
CEBPB	TUBA1A
E2F1	SHB
JUN	PDE4A
TCF3	ABCC11
CEBPB	SETD5
EGR1	SSBP4
CEBPA	GFOD2
NFYB	FAS
CREB1	ZNF503-AS2
JUN	NSA2
MAX	RAB42
NR2F2	HEY1
PAX5	PTK6
CREB1	SSBP3
TFAP2C	WDR90
CTCF	CDKL4
GABPA	TMEM147
FOXA1	SNORA60
YY1	BTF3L4
EBF1	SSR4P1
GABPA	PEF1
TFAP2A	FAM120AOS
GABPA	PTBP1
NFIC	VEGFA
CTCF	FAM171A2
GATA3	GFOD1
GABPA	EXOSC8
CTCF	LINC00933
SP1	UBXN8
POU2F1	PRRX1
JUN	POLD4
MYC	ZCCHC2
MYC	GAS8
NR2F2	MIR6833
JUN	TRPV3
USF1	RAB31
JUN	PWP1
SP1	PIAS4
FOXA2	PRDX6
JUN	DHRS9
USF1	FASN
YY1	DIAPH1
CREB1	DLST
YY1	POLE3
MAX	NXT1
RUNX3	HES1
FOS	HIC1
E2F3	BCL6B
MAX	UFC1
TFAP2C	RMDN3
ARNT	ZNF532
GABPA	SORT1
GATA3	FERMT2
FOXA1	SSBP3
TFAP2A	NMI
RFX5	HLA-DPA1
E2F6	NLGN2
EBF1	ATF5
EGR1	WDR82
ERG	VWF
SPI1	C1orf122
ATF1	NRSN2-AS1
CTCF	PHKG1
SP1	ENG
MYC	TMEM184A
EGR1	IPPK
JUN	CD40
EBF1	SERF2
BACH2	RFFL
NR2F2	SPEM1
FOXA1	FBXO31
MAX	HSPH1
SPI1	CEP72
E2F7	SH2B2
USF1	DPH1
TFAP2C	MIR18A
CTCF	CCND2-AS1
EP300	GJD3
USF1	ZBTB8OS
SP1	HSP90AB1
E2F6	DNAJC11
MAX	HNRNPR
CTCF	DYNLL1
USF1	RTN2
TFAP2C	LEPROTL1
EGR1	PIK3R1
TCF3	RC3H1
CREB1	LTC4S
E2F1	PNRC2
CTCF	ELK4
SP1	RAB35
SRF	BCL2L12
MYC	ZNF48
SRF	GCAT
GABPA	SLC33A1
YY1	DNMT1
CTCF	STARD7
E2F1	PHPT1
GABPA	RALB
MAX	PTPRA
JUN	DYRK1A
JUN	OSBPL10
TFAP2C	MIR3196
EP300	CCNB2
TFAP2A	GSS
MAX	FRA10AC1
CREB1	ELMO1
NFKB1	BST1
MAX	COMMD4
MAX	LUC7L3
SP1	CDIPT
MAX	KDM3A
ESR1	FOXP1
PGR	ERBB2
NR2F2	RHBDL1
TP53	MCM7
E2F1	DLG3
SRF	INPP5B
GATA2	ST3GAL6
E2F1	PHKB
GABPA	TRPC4AP
SP1	ZC3H18
ARNT	PDS5A
EGR1	LITAF
YY1	BUD13
TFAP2A	PIEZO1
TFAP4	EPOR
CTCF	SMCO4
MYC	FASTK
MYC	IMPA2
MAX	FAM83G
TFAP2C	MAPK6
EP300	HK1
LMO2	ZFP36L2
E2F1	EIF4H
TFAP2C	CRABP2
YY1	OXLD1
CEBPA	ATXN7L3
IRF4	SCAMP4
CTCF	SLFN12L
MAX	POLR3K
RXRA	CYP7A1
CEBPB	RGL3
TFAP2A	MAP3K3
E2F1	ARHGAP11A
CREB1	MICU2
MAX	AK6
MAX	MIR4648
MYC	PMS1
GATA1	UACA
EGR1	CORO2A
CREB1	RAB11FIP2
TFAP2C	PLEKHG5
CREB1	FBXL19
YY1	DDX6
MYC	MIR6873
MAX	STARD10
SRF	PDLIM5
TFAP2A	ELMO2
STAT1	RBCK1
REST	ATP6V1B2
SPI1	DDRGK1
GABPA	UBE2L3
TFAP2A	NRP1
E2F6	LRRFIP1
CREB1	SAR1A
GATA3	STAU2-AS1
CTCF	CRIM1
CTCF	PLEKHF1
CTCF	FMNL1
FOS	FUBP3
POU2F1	LPL
ARNT	MGLL
EP300	KAT2A
ATF3	NSUN6
YY1	REC8
FOXA1	GZF1
TBP	RLN3
CTCF	KCNAB2
MAX	CDH24
RELA	JUNB
ARNT	TRMT1
ARNT	MIR6807
GATA1	RILP
STAT2	MIR21
GABPA	CLASP1
SP3	CCND1
MYC	USE1
MAX	PCBP1-AS1
TFAP2A	MIR661
TFAP2A	SPIDR
CEBPB	SKIL
GABPA	ALG14
IRF4	FCER2
MAX	CTTN
CTCF	PREP
GATA1	PRKRA
E2F1	MPHOSPH8
GABPA	PDIA6
CTCF	ELAC2
GABPA	RPS6KA1
JUN	GABPB2
USF1	ASB2
TFAP2C	TMC8
TFAP2C	RIMS3
MAX	FADD
EGR1	EFHD2
TFAP2C	HPCAL1
JUN	RAB13
ARNT	IL1RAP
EGR1	PPT2
USF1	RBBP4
TFAP2A	ZNF526
TFAP2A	HSPA9
TFAP2A	HDDC3
E2F1	CAD
FOXO1	EDN1
CTCF	HS3ST1
MAX	AIF1L
NFKB1	TAP1
RXRA	EFNA1
GATA1	PIKFYVE
USF1	DERPC
E2F4	CLK2
GABPA	SNTB2
GABPA	MRPS12
CREB1	RASIP1
YY1	G6PC3
FOSL1	ERBB3
MAFK	NQO1
E2F6	DCTN3
GABPA	ARL2-SNX15
YY1	TRA2A
E2F1	ALKBH2
USF1	LINC01237
MAX	TMA7
EGR1	DYRK1A
BACH1	EML3
RARG	BCL2
GABPA	TPD52L2
TFAP2A	THEM4
TCF3	PLEKHG5
CTCF	CCR1
EBF1	SNRPD3
GABPA	AP3B1
USF1	MXD3
MAX	SSX2IP
GABPA	SERPINB6
JUNB	NDRG2
MAX	LINC01237
NFE2	PHF1
GABPA	HNRNPC
HIF1A	PPP1R3C
NFE2L2	GCLC
JUN	PTN
MAX	LINC01431
MYC	SLC6A15
STAT1	TIMP1
ELK1	MYL6B
TFAP2C	CBFA2T2
ATF3	NDUFA10
HDAC2	VEGFA
EGR1	MKLN1
MAX	GLRX5
MAX	MCM2
MAX	ORC5
TFAP2A	OTUD5
ATF3	CAMTA1
FOXA1	CACYBP
EGR1	C7orf50
FOS	DTNA
CTCF	TSC22D2
PBX1	MIR3678
EGR1	STIM1
TFAP2A	CRX
BHLHE40	MEPCE
SP1	PABPC1
TFAP2A	ACSF3
MYC	DHRS4-AS1
SP1	MXI1
EGR1	PTGDS
PAX5	GRID1
NFE2	HMOX1
ESR1	MLST8
NFIC	PAQR6
E2F1	STIM2
USF1	PRIMPOL
FOS	ARHGAP19
MAX	GNAI1
USF1	MAPK12
CREB1	TOB1
CTCF	CORIN
NR2F2	SH2B2
EGR1	KCNH2
GABPA	EXTL3-AS1
JUN	NECAB3
MAX	MARCKSL1
USF1	PUSL1
CTCF	BIK
E2F6	SYNGR3
CTCF	PIGZ
YY1	RNF167
GABPA	C11orf98
ATF3	DNMBP
E2F4	FUS
TCF3	FZD1
JUN	MIR320B2
SP1	IK
CTCF	UNKL
TFAP2C	EIF2B2
MAX	NUDT5
ELK1	PRDX5
HNF1A	CDH17
CTCF	PLEKHG4
ARNT	ARSG
FOSL1	FAM131C
E2F6	MIR1227
E2F4	PRPSAP1
TFAP2C	SPIDR
TFAP2A	MIR4638
ZBTB7A	PKM
JUN	RB1CC1
CTCF	PRRC2B
MAX	TMEM64
GABPA	ERI1
JUN	ITPRIP
TFAP2A	SPTB
EP300	GPLD1
FOXA1	ERRFI1
MYC	DPAGT1
TFAP2C	UBE2D3
JUN	BRAF
CTCF	SNORA70
GABPA	SCRN3
NFKB1	MAT2A
TFAP2C	TEAD3
USF1	TNK2
E2F1	SLC25A40
GABPA	SAMD10
JUN	LEKR1
EGR1	LINC01220
E2F6	CHST14
GABPA	MOSPD3
ATF1	DNTTIP1
SRF	MIR4284
EGR1	PLD6
MAX	PLS3-AS1
FLI1	HDAC1
GABPA	IFT43
ATF1	USP2
TFAP2C	NAA25
MYC	PGPEP1
ARNT	MIR1204
YY1	MIR3193
YY1	MYLK-AS1
EGR1	RNF151
TFAP2C	SLC27A3
E2F1	BCAR3
TFAP2C	NEK2
JUN	UBTF
ATF3	PYY
CTCF	NUDT1
TFAP4	SERPING1
SP1	NRSN2
GABPA	SCLY
E2F1	TMEM243
USF1	EXOSC1
JUN	SH3BP5L
TFAP2C	PDP2
GABPA	CERS5
E2F3	CENPM
SP1	MIR8085
JUN	AQP3
MAX	ACOT7
CTCF	CERS2
YY1	TMA7
EGR1	ZBTB17
GABPA	ABCB10
CTCF	SP7
TFAP2C	EHBP1L1
MAX	TRAPPC2L
SPI1	TMSB4X
ARNT	TTC39A
TFAP2C	ALOXE3
E2F1	RPL10A
CTCF	TFIP11
EGR1	HCFC1R1
GABPA	VPS9D1
SPI1	UBXN11
EP300	MAML3
FOS	EZR
RFXAP	HLA-DQB1
NFKB1	FAS
E2F6	MAMSTR
TFAP2A	RAD52
JUND	BHLHE40
GATA1	SMG7
GATA3	REPIN1
FOXA2	RASGRF2
MYC	DHX34
MAX	MCPH1
FOXA1	ID2
TFAP2C	TRIM37
GABPA	UNC45A
TBP	AZIN1
EGR1	GLI4
ETS1	TNFSF14
ETS1	TFRC
TFAP2C	LARP1
GABPA	HSPA5
CREB1	ITGB3
RFXAP	HLA-DQA1
TBP	KRT17
GABPA	MIR141
EGR1	NDUFC2
FOXA2	SNORA60
E2F1	PAX6
BHLHE40	SLC35C2
USF1	PCED1A
CTCF	PXDNL
MYB	SEC62
CTCF	DTL
CTCF	SH3PXD2A
YY1	PPP4R1L
SPI1	ZCWPW1
MAX	TMEM109
E2F1	SRRM1
CTCF	CCDC13-AS1
PPARG	MMP1
CREB1	KLF3-AS1
FOS	STOML2
HNF4A	DCAF11
CREB1	CACNB2
JUN	ARSG
YY1	MIR1281
MAX	ABCA17P
E2F1	TMCO3
USF1	SECTM1
TFAP4	DGCR6
YY1	TFRC
E2F6	OGFOD2
EGR1	YWHAG
SRF	EFNA3
GABPA	MIR1538
GABPA	NDFIP2
YY1	HMGCL
GABPA	ZNF850
GABPA	PCBP1-AS1
MAX	DDX5
EGR1	PCBP1
TFAP2A	ATP2B4
TFAP2C	DLG5
CREB1	LGR4
CTCF	TOE1
CREB1	ANGPTL4
GABPA	ZBTB45
TCF3	WTAP
E2F1	JADE2
GABPA	TUT1
CEBPA	ENO3
MAX	KCNK15
EGR1	TUBB6
CTCF	BEND3
E2F6	SRSF2
EGR1	MTA2
JUN	BCL9
CTCF	NDUFB6
ATF3	NPTX1
SP1	PRDM7
HIF1A	GBE1
E2F1	ZCCHC3
JUND	HPCA
E2F7	PLA2G15
CTCF	WNT8A
YY1	TBC1D16
MAX	OSBPL1A
GABPA	R3HCC1L
USF1	RPS28
SPI1	APOBEC3G
GABPA	EPS8L2
JUN	ZKSCAN1
TFAP2C	PSME2
E2F1	PRR11
NFIC	HOXA3
EBF1	SNORA7A
MEF2A	BMPR1A
FOXA2	STX18
FOXA1	MGMT
E2F3	CASC11
ESR1	FOXC1
GATA1	VPS18
GABPA	ZNF213
IRF1	MEF2C
REST	NAV1
JUN	C1orf74
REST	CACNA2D2
CTCF	ISYNA1
E2F7	MCM10
PPARG	PHLDA3
JUN	ATXN7L3
ARNT	PARN
MAZ	CLCNKA
MAX	SSB
ESR1	CGN
JUN	G0S2
E2F1	PRRT2
CTCF	USP12-AS1
CTCF	RAD54L
ARNT	AGAP3
GABPA	TFB1M
SPI1	KIAA0513
TFAP2A	APLP2
GABPA	TMEM234
CREB1	MIR3677
MYB	CSNK1D
EGR1	PTP4A2
YY1	HSP90B1
E2F6	PATL1
YY1	AARS2
MYC	DLL4
TFAP2A	METRNL
JUN	RHOBTB2
TFAP2A	PLCB2
GABPA	LPCAT1
JUND	DRAP1
JUN	RASAL3
MAX	NUTM1
FOXA1	CBY3
SPI1	PROCA1
GABPA	ATP6V0C
GABPA	TMEM249
E2F1	LINC01503
CEBPA	UBE2E2
JUN	ACYP2
EGR1	CBFA2T2
MAX	P4HTM
YY1	CAND2
FOXA1	INO80D
JUN	CXCR5
NFE2	SQSTM1
MAX	AIFM2
JUN	METTL4
MAX	SPECC1
E2F1	PTPN7
SP1	TJP3
GABPA	NFKBIE
NFYA	ANKRD54
GABPA	ZNF697
CTCF	FGFBP3
USF1	SNORA70
ELK1	CDK9
CREB1	ZNF711
EGR1	TFAP4
MAX	XKR9
CTCF	USP6NL
SP1	VMAC
MYC	LAMTOR4
ATF2	MRPL4
GABPA	PHB2
MAX	ACLY
MYC	SSX2IP
JUN	CARD8
FOXA1	ARIH1
SP1	PPP1R3D
E2F4	E2F2
CTCF	TRIP10
CEBPB	PRDX4
GABPA	DDX11
CTCF	MYBPC3
NFYB	BAHCC1
EGR1	ABHD14A-ACY1
MYC	GET4
JUN	USO1
ARNT	XAB2
E2F1	CRELD2
EBF1	MIR616
MAX	PLCG2
CTCF	ASB6
MAX	CSK
GATA1	C2orf42
SP1	KHSRP
E2F1	PHF10
MYC	ZPR1
EP300	ELMO2
USF1	GZF1
CEBPB	TF
GABPA	GNL2
MAX	RRP1
ATF4	CXCL8
CREB1	FILIP1L
MAX	VDR
SP1	PSMB3
TFAP2A	TPM2
JUN	VOPP1
USF1	SMAD7
TP53	IGF2
GATA1	PLEKHA8P1
GATA1	BAD
FOS	CHCHD4
EGR1	CPEB1
USF1	BHLHE41
ATF1	SPACA5
EGR1	RNU4-2
MAX	SLC2A6
USF1	KHK
GABPA	ZNF7
MAX	ALDH5A1
TFAP2A	PIK3CB
RFXAP	HLA-DPB1
CTCF	ATF4
PBX1	EML3
TFAP2C	TLN1
MAX	UQCR11
E2F1	MRPL14
IRF1	ATXN7
MAX	GEMIN8
MYC	BRD2
CTCF	LY6G6D
TFAP2A	MT2A
ATF2	ELOVL5
PAX5	PGLS
GABPA	NEK9
STAT5B	IRF1
FOXA1	TPM3
E2F1	XIAP
USF1	KIAA2013
MAX	ARL4A
GABPA	DBNDD1
GABPA	PANK3
EGR1	RAD54L2
SP1	MICA
MYC	CDK5R1
ATF1	WDR26
MAX	FGF11
GABPA	PIGH
MAX	IL13RA1
CTCF	GALK1
JUN	TMPRSS9
MAX	MIR3912
SP1	CDH15
CTCF	FXR2
USF1	KAT6A-AS1
EBF1	LSM7
TFAP2A	MIR141
GABPA	NOL12
E2F7	POLD3
CREB1	FAS
MAX	STK35
MAX	TIMELESS
FOXA1	ZNF3
CTCF	SERTAD1
SP1	TFPI2
USF2	PF4
SPI1	SLC16A6
MYC	SLC25A3
MAX	WWOX
CTCF	COL14A1
CTCF	KCTD18
EGR1	AGFG2
USF1	HSP90AA1
NR2F2	RHOF
MYC	STMN1
MYB	BUB1B
SPI1	PPFIA3
EGR1	ACAD9
EGR1	MIR4734
SPI1	FTH1
SPI1	MEIG1
ATF1	SNAP25
TCF3	MIR5189
GABPA	BLOC1S4
MEF2A	LINC00484
MAX	SETD1B
PAX5	PLD6
MAX	RNF114
GABPA	P2RX3
TFAP2A	TTC7A
MAX	TMEM231
CTCF	DGAT1
GABPA	SRP14
JUND	SLC50A1
ARNT	TMEM210
GABPA	TBC1D2
TFAP2A	CNTNAP1
E2F4	LTN1
JUN	TSPAN14
E2F1	RIPK1
TCF3	RNF19A
MAX	HSP90AA1
TFAP4	NAA60
GATA1	CELF2
MYB	TTLL11
EP300	FOXO4
GABPA	HEXA
CEBPB	SLC7A7
SP1	PDE6B
CREB1	GK
HIF1A	ALAS2
MAX	RILPL1
EGR1	PTK2
PAX5	UNC93B1
EP300	ZSWIM3
SPI1	GPSM3
CTCF	NUP210
GATA1	LBR
MAX	MACROD1
ATF3	SNX16
ARNT	PRDM16
TCF3	STAT5B
MYB	CSF3R
GATA1	GATA6-AS1
EGR1	RUNX1
TFAP2A	TOP2A
TCF3	QRICH1
SP1	PTGS2
JUN	HILPDA
TFAP2C	TMEM229B
MYC	SNORA73B
EP300	KRT7
USF1	SUPV3L1
SREBF1	ITGA9-AS1
E2F1	LUC7L2
SPI1	INHBA
FOS	MFSD12
TCF3	TCF4
GABPA	MYO9B
CEBPB	FN1
TP53	IGF1R
TFAP2C	CFDP1
E2F6	OTUD7B
CREB1	NAPA-AS1
JUN	ST13
SP1	SEMA6A-AS2
IRF1	AAK1
JUN	GSN-AS1
JUNB	BFSP1
JUN	PPP2R5A
MAX	MIR132
TCF3	MIR4666A
POU2F2	GADD45A
FOSL1	NUAK1
TCF3	KXD1
CTCF	SLC22A18AS
GATA1	HOOK3
POU2F2	PTPN6
EGR1	LENG8-AS1
JUN	DDX28
MAX	LSM10
AHR	SLC25A36
JUN	CCR10
SPI1	PRKAR1A
CTCF	RPL12
JUN	RNF216
SP1	FZD2
NFIC	NOL3
USF1	GTF2IRD1
JUN	ASXL1
MAX	COMMD8
GABPA	ZNF568
E2F4	BECN1
CTCF	SMIM13
CREB1	MYO18A
CTCF	MORN3
MYC	CCDC12
SP1	POU5F1
MYC	BOLA2B
TFAP2C	TRIM25
E2F1	TRAPPC11
JUN	TFRC
YY1	PPP1R14B
MAX	RTN2
GABPA	SNRPB
ARNT	MRPL49
FOS	ATF3
CTCF	TDRD3
GABPA	RNF208
TFAP2C	TTC7B
PPARD	CPT1B
ARNT	TRIM8
USF1	PVRIG
CREB1	YAP1
POU2F1	SPP1
CREB1	BRD2
EP300	USP19
EBF1	PRR7-AS1
TFDP1	CAV1
GABPA	FASTK
GABPA	PSENEN
GATA1	ACSF2
TFAP2A	NAA38
CEBPA	MIR8079
YY1	MPEG1
MAX	PSAP
ARNT	CDK2AP2
SPI1	MCM5
E2F1	TTC16
SP1	TRIM31-AS1
SP1	KIAA1614
YY1	MIR3936
MAX	RPUSD1
EGR1	KDM1A
YY1	CHMP4A
TFAP2C	BSG
EGR1	AR
MAX	PCBD2
GABPA	THUMPD3-AS1
MAX	CCDC125
ARNT	CBX7
GABPA	NCKAP1
ARNT	WFIKKN2
GATA1	USP15
MAX	EARS2
CTCF	DYNC1H1
GABPA	ZNF407
EP300	DCTD
GATA1	MAD2L1BP
GABPA	RAD21
GABPA	PRSS30P
GABPA	BANP
SPI1	TBX6
CTCF	MUC1
MAX	EFNB3
CTCF	WDFY3
EGR1	GPANK1
TFAP2C	ZFP36L2
RELA	MLLT6
CTCF	SCN1A
MYB	IGF1R
MAX	NNT-AS1
IRF1	CXCL16
GABPA	PTGES2
SPI1	ARID3B
TFAP2A	DDB2
MAX	RBM19
TFAP2A	TMEM43
GATA1	LINC-PINT
JUN	ZBTB20
USF1	CCND2
TFAP2C	MIR1908
JUND	C19orf33
JUNB	EPS8L3
MAX	RNF32
SP1	MAPK1IP1L
JUN	COPS6
STAT1	NDUFS3
MAX	ALDH3B1
MAX	PAQR4
MAX	DNAJC17
GABPA	AURKAIP1
IRF1	FH
GABPA	UBXN2B
E2F6	CTDSPL
TFAP2C	NR1H3
MYC	MAFG
CTCF	BCAP31
EGR1	RASSF5
CEBPA	GGCX
SP1	VWA1
E2F1	GAL3ST4
GABPA	TRMT13
TFAP2A	RUSC2
NR2F2	USP2
GABPA	PIK3CD
MAX	NOD1
JUN	IL5RA
JUNB	CLDN6
MAX	ABCA7
MAX	WNT2B
GATA3	ETV1
SPI1	MED8
TFAP2C	LSM12
TFAP2A	XXYLT1
E2F7	MXD3
SP1	PTCD2
E2F1	NRL
ARNT	DOC2GP
CREB1	TMEM125
SP1	NXT1
GABPA	HSPA4
E2F1	SH3GL1
PBX1	YWHAZ
